title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
Scan-to-EDTs: Automated Generation of Energy Digital Twins from 3D Point Clouds,2025-11-11,OpenAlex,Buildings,https://doi.org/10.3390/buildings15224060,https://doi.org/10.3390/buildings15224060,https://www.mdpi.com/2075-5309/15/22/4060/pdf?version=1762856215,18,BIM; digital twin; scan-to-bim,提出一种从三维点云自动生成能源数字孪生的完整框架，结合深度学习实例检测、扫描到建筑信息模型技术和计算几何方法，无需人工干预即可生成符合标准的仿真模型，以支持建筑能耗模拟与节能改造决策。
Simulation-Based Validation of an Integrated 4D/5D Digital-Twin Framework for Predictive Construction Control,2025-11-05T18:07:03Z,arXiv,cs.CE,,https://arxiv.org/abs/2511.03684v1,https://arxiv.org/pdf/2511.03684v1,27,BIM; building information model; building information modeling,提出一种集成BIM、自然语言处理、计算机视觉、贝叶斯概率CPM和深度强化学习的4D/5D数字孪生框架，通过达拉斯-沃斯堡中层项目九个月案例验证，实现了估算劳动力减少43%、加班减少6%和准时完工，证明该框架能提升预测精度与控制韧性。
Integrated 4D/5D Digital-Twin Framework for Cost Estimation and Probabilistic Schedule Control: A Texas Mid-Rise Case Study,2025-11-04T18:49:34Z,arXiv,cs.CE,,https://arxiv.org/abs/2511.15711v1,https://arxiv.org/pdf/2511.15711v1,27,BIM; building information model; building information modeling,提出一种集成4D/5D数字孪生框架，融合BIM、自然语言处理、现实捕捉、计算机视觉、贝叶斯风险建模与深度强化学习，用于建筑成本估算与概率进度控制。德克萨斯州中层建筑案例验证显示，该框架使估算人工减少43%、加班时间降低6%，项目完工符合P50概率预测的128天。
Contribuições do BIM para a Sustentabilidade na Construção Civil,2025-11-01,OpenAlex,Periódico Eletrônico Fórum Ambiental da Alta Paulista.,https://doi.org/10.17271/1980082721320256204,https://doi.org/10.17271/1980082721320256204,https://publicacoes.amigosdanatureza.org.br/index.php/forum_ambiental/article/download/6204/6178,30,BIM; building information model; building information modeling,通过文献计量方法分析2016至2025年间Scopus数据库中十篇高被引论文，发现BIM在建筑全生命周期中显著促进能源效率、资源节约与可持续城市规划，尤其与联合国可持续发展目标9、11、12和13高度契合。
Holistic framework for soft costs in BIM-based construction projects,2025-10-30,OpenAlex,Journal of Information Technology in Construction,https://doi.org/10.36680/j.itcon.2025.068,https://doi.org/10.36680/j.itcon.2025.068,http://www.itcon.org/papers/2025_68-ITcon-Farouk.pdf,39,BIM; bim-based; building information model; building information modeling,本研究通过系统文献综述和专家验证，构建并验证了BIM建筑项目中软成本要素的整体框架，共识别出38项软成本要素，并按项目阶段和时间类别进行组织。该框架将软成本理论拓展至数字领域，为业主和工料测量师提供了预算编制、角色界定和成本监控的决策工具，有助于提升估算准确性和风险控制能力。
MCP4IFC: IFC-Based Building Design Using Large Language Models,2025-10-29T09:14:14Z,arXiv,cs.CL,,https://arxiv.org/abs/2511.05533v1,https://arxiv.org/pdf/2511.05533v1,45,BIM; IFC; ifc-based; industry foundation class; industry foundation classes,提出MCP4IFC开源框架，使大语言模型能通过模型上下文协议直接操作工业基础类数据，提供场景查询、元素创建修改及动态代码生成工具。实验表明该框架可支持大语言模型完成从房屋构建到IFC数据查询编辑的复杂任务。
A REVIEW OF BIM-BASED APPROACHES FOR SITE LAYOUT PLANNING IN SPACE-CONSTRAINT CONSTRUCTION PROJECTS,2025-10-27,OpenAlex,INTERNATIONAL JOURNAL OF CIVIL ENGINEERING AND TECHNOLOGY (IJCIET),https://doi.org/10.34218/ijciet_16_05_005,https://doi.org/10.34218/ijciet_16_05_005,https://doi.org/10.34218/ijciet_16_05_005,39,BIM; bim-based; building information model; building information modelling,综述分析了在空间受限的施工项目中，将建筑信息模型（BIM，特别是4D BIM）与计算优化及生成设计（GD）相结合的方法，探讨了从静态规划向动态数据驱动规划的转变，并指出了现有研究在数据互操作性和实时动态调整方面的不足。
Integrating BIM and UAV-based photogrammetry for Automated 3D Structure Model Segmentation,2025-10-20T14:54:54Z,arXiv,cs.CV,10.12783/shm2025/37359,https://arxiv.org/abs/2510.17609v1,https://arxiv.org/pdf/2510.17609v1,30,BIM; building information model; building information modeling,提出一种基于机器学习的框架，通过结合无人机扫描点云与建筑信息模型（BIM）生成的合成数据，实现三维点云的自动化结构分割。在铁路轨道数据集上的验证表明，该方法能高精度识别并分割轨道和枕木等主要构件，同时利用BIM数据补充小规模数据集可显著缩短训练时间。
Sustainable Digital Transformation in Geotechnical-Related Engineering Disciplines: An Integrated Framework for Türkiye,2025-10-15,OpenAlex,Sustainability,https://doi.org/10.3390/su17209153,https://doi.org/10.3390/su17209153,https://www.mdpi.com/2071-1050/17/20/9153/pdf?version=1760539841,8,BIM; digital twin,针对土耳其岩土相关工程学科，提出可持续数字转型的SDIM-Geo-TR模型，通过四阶段方法整合GIS、BIM、无人机、物联网和数字孪生技术，构建成熟度框架以评估进展，指出互操作性不足、技能短缺和成本限制等障碍，并强调政策协调、标准化和能力建设对实现全面集成数字岩土实践的关键作用。
From Awareness to Transformation: The Future Trajectory of Building Information Modelling (BIM) in the Nigerian Construction Industry,2025-10-13,OpenAlex,Research Square,https://doi.org/10.21203/rs.3.rs-7781086/v1,https://doi.org/10.21203/rs.3.rs-7781086/v1,https://www.researchsquare.com/article/rs-7781086/latest.pdf,34,BIM; building information model; building information modelling,该论文探讨了尼日利亚建筑行业中建筑信息模型（BIM）从认知到转型的未来发展轨迹，基于标题和关键词对BIM在该领域的应用前景进行了分析。
Advancing Sustainable Construction Through 5D Digital EIA and Ecosystem Restoration,2025-10-13,OpenAlex,Sustainability,https://doi.org/10.3390/su17209062,https://doi.org/10.3390/su17209062,https://www.mdpi.com/2071-1050/17/20/9062/pdf?version=1760361105,15,BIM; building information model,提出一种五维环境影响评估框架，通过整合四维建筑信息模型与实时监测实现动态环境影响量化，并基于对100余份环评报告的分析及国家级案例研究，揭示了施工许可与污染物浓度的强相关性，为可持续施工提供时间敏感型自适应方案。
Influence of Project Managers’ Inspirational Motivation Leadership Style on Coordination and Performance of BIM Construction Projects,2025-10-11,OpenAlex,Journal of Management in Engineering,https://doi.org/10.1061/jmenea.meeng-6960,https://doi.org/10.1061/jmenea.meeng-6960,,30,BIM; building information model; building information modeling,基于224个BIM项目数据，采用协方差结构方程模型分析，发现项目经理激励型领导风格通过项目协调有效性的完全中介作用，显著提升进度与质量绩效，但预算绩效受委托方BIM承诺调节。研究验证了激励型领导在数字化协作中的作用及协调有效性的中介机制。
Automatic Building Code Review: A Case Study,2025-10-03T00:30:14Z,arXiv,cs.SE,,https://arxiv.org/abs/2510.02634v1,https://arxiv.org/pdf/2510.02634v1,34,BIM; bim-based; building information model; building information modeling,提出一种基于代理的自动化建筑规范审查框架，集成BIM数据提取与检索增强生成及模型上下文协议管道，通过案例演示验证了从异构文件中提取几何属性、解析运行时间表并依据标准进行规范检查的有效性。
Penerapan Building Information Modelling 4D pada Perencanaan Jadwal Proyek Rehabilitasi Gedung Kantor BWS Kalimantan II Palangka Raya,2025-10-02,OpenAlex,Jurnal Civil Engineering Study,https://doi.org/10.34001/ces.v5i02.1385,https://doi.org/10.34001/ces.v5i02.1385,https://journal.unisnu.ac.id/CES/article/download/1385/622,43,BIM; building information model; building information modeling; building information modelling,以加里曼丹二河流域办公室大楼修复项目为案例，采用Autodesk Navisworks软件建立3D结构模型并集成进度计划，形成4D BIM施工模拟，将结构工期优化为175天，显著提升了进度规划的准确性与效率。
A Decision Support System for Optimizing Labor Acquisition in Construction,2025-10-01,OpenAlex,Journal of Construction Engineering and Management,https://doi.org/10.1061/jcemd4.coeng-16841,https://doi.org/10.1061/jcemd4.coeng-16841,,27,BIM; building information model; building information modeling,提出一种集成BIM与施工进度的决策支持系统，通过Revit与Primavera P6集成实现5D BIM，并基于NSGA-II多目标优化模型平衡劳动力释放、闲置、峰值需求及总成本。案例验证表明，该系统减少19.75%的劳动力波动和0.19%的成本，优于Primavera P6。
CONCEPTUAL FRAMEWORK FOR REALIZATION OF MULTI-ORGANISATION COLLABORATION IN BUILDING INFORMATION MODELLING (BIM) CONSTRUCTION PROJECTS BASED ON CONTRACTOR PERSPECTIVES,2025-09-30,OpenAlex,International Journal of Innovation and Industrial Revolution,https://doi.org/10.35631/ijirev.722049,https://doi.org/10.35631/ijirev.722049,https://gaexcellence.com/ijirev/article/download/6214/5701,34,BIM; building information model; building information modelling,针对马来西亚建筑项目中多组织协作面临的挑战，从承包商视角提出一个概念框架，通过系统文献综述和30位BIM专家的问卷调查，识别影响协作的关键因素并建立最佳实践指南。
FEATURES AND DISADVANTAGES OF IMPLEMENTING THE DIGITAL ECONOMY FOR CONSTRUCTION COMPANIES,2025-09-30,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.17668850,https://doi.org/10.5281/zenodo.17668850,https://doi.org/10.5281/zenodo.17668850,30,BIM; building information model; building information modeling; digital twin,分析了建筑企业实施数字经济的核心优势，包括提升项目效率、成本优化和安全性增强，并指出数字孪生、BIM等智能服务通过自动化施工和集中数据管理，推动行业向创新与可持续发展转型。
Text-to-Code Generation for Modular Building Layouts in Building Information Modeling,2025-09-28T07:53:47Z,arXiv,cs.CE,,https://arxiv.org/abs/2509.23713v1,https://arxiv.org/pdf/2509.23713v1,31,BIM; building information model; building information modeling,提出Text2MBL框架，直接从模块化建筑布局的文本描述生成可执行的BIM代码。通过微调大语言模型输出结构化代码序列，并构建真实项目数据集进行训练与评估，实现了从高层概念设计到自动化施工工作流的可扩展流程。
Digital Twin-Guided Robot Path Planning: A Beta-Bernoulli Fusion with Large Language Model as a Sensor,2025-09-25T03:20:26Z,arXiv,cs.RO,,https://arxiv.org/abs/2509.20709v1,https://arxiv.org/pdf/2509.20709v1,20,BIM; building information model; digital twin,提出一种将自然语言指令与建筑信息模型（BIM）语义地图融合的框架，通过将大语言模型视为传感器，利用Beta-Bernoulli贝叶斯融合更新障碍物的排斥系数，从而引导机器人规划出更安全、更具上下文感知的路径。该方法在仿真中验证了路径鲁棒性和有效性的提升。
